TITLE = "Temporal Signal for fault receiver number 00000005 "
VARIABLES = "Time" ,"SRs" ,"SRd" ,"u_n" ,"Mud" ,"StV" ,"Ts0" ,"Td0" ,"Pn0" ,"Sls" ,"Sld" ,"Vr" ,"ASl" ,"PSR" ,"RT" ,"DS" ,"P_f" ,"Tmp"
# x1       0.200000000000E+04
# x2       0.000000000000E+00
# x3      -0.750000000000E+04
# P_0      -0.120000000000E+09
# T_s       0.700000000000E+08
# T_d      -0.734788079489E-08
  1.441282379709371E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  2.882564759418743E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  4.323847139128114E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  5.765129518837486E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  7.206411898546858E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  8.647694278256230E-003  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.677000000000000       0.000000000000000E+000   70000000.0000000      -7.347880794860788E-009  -120000000.000000       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.008897665796560E-002  0.000000000000000E+000  0.000000000000000E+000 -2.855127153866122E-006  0.677000000000000       0.000000000000000E+000   69999774.5195775       0.219942864839547       -119999953.496368       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.153025903767497E-002  0.000000000000000E+000  0.000000000000000E+000 -2.855127153866122E-006  0.677000000000000       0.000000000000000E+000   69999774.5195775       0.219942864839547       -119999953.496368       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.297154141738435E-002  0.000000000000000E+000  0.000000000000000E+000 -2.680298932554646E-005  0.677000000000000       0.000000000000000E+000   69999565.7675662        4.87378751566223       -119999531.373711       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.441282379709372E-002  0.000000000000000E+000  0.000000000000000E+000 -2.680298932554646E-005  0.677000000000000       0.000000000000000E+000   69999565.7675662        4.87378751566223       -119999531.373711       0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
